"Concepto","Economía"
"prácticos","b"
"pre","b"
"pre profesionales","b"
"pre y post","b"
"precedentes","b"
"precio","b"
"precio de transferencia","s"
"precios","b"
"precios de transferencia","s"
"precios de transferencias","s"
"precios de venta","s"
"precios del mercado","s"
"precios especiales","n"
"precios y condiciones","n"
"precios y descuentos","n"
"precisa","b"
"precisión","b"
"precisión y claridad","b"
"preciso","b"
"predicción","b"
"predios","b"
"preferencia","b"
"preferencia con conocimiento","n"
"preferencia con conocimientos","n"
"preferencia con estudios","n"
"preferencia con experiencia","n"
"preferencia con maestría","n"
"preferencia en áreas","n"
"preferencia en banca","s"
"preferencia en empresas","n"
"preferencia en entidades","n"
"preferencia en instituciones","n"
"preferencia en temas","n"
"preferencia relacionadas","n"
"preferenciales","b"
"preferente","b"
"preferible","b"
"pregrado","b"
"preguntas","b"
"preliminar","b"
"preliminares","b"
"premios","b"
"premium","b"
"prensa","b"
"prepago","b"
"prepara","b"
"prepara presentaciones","b"
"preparación","b"
"preparación","b"
"preparación de análisis","s"
"preparación de documentos","s"
"preparación de estudios","n"
"preparación de indicadores","s"
"preparación de información","n"
"preparación de informes","s"
"preparación de presentaciones","s"
"preparación de propuestas","s"
"preparación de proyecciones","s"
"preparación de reportes","s"
"preparación y revisión","n"
"preparado","b"
"preparados","b"
"preparar","b"
"preparar","b"
"preparar cuadros","s"
"preparar información","n"
"preparar informes","s"
"preparar presentaciones","s"
"preparar propuestas","s"
"preparar reportes","s"
"preparatorios","b"
"prepare","b"
"preprofesional","b"
"pre-profesional","b"
"preprofesionales","b"
"pre-profesionales","b"
"presencia","b"
"presencia en europa","b"
"presencial","b"
"presenciales","b"
"presenta","b"
"presentación","b"
"presentación al directorio","n"
"presentación de información","n"
"presentación de informes","s"
"presentación de propuestas","s"
"presentación de reportes","s"
"presentación de resultados","s"
"presentación mensual","n"
"presentaciones","b"
"presentaciones al directorio","n"
"presentaciones comerciales","s"
"presentaciones de directorio","n"
"presentaciones de resultados","s"
"presentaciones del área","n"
"presentaciones diversas","n"
"presentaciones e informes","n"
"presentaciones efectivas","n"
"presentaciones ejecutivas","n"
"presentaciones en power","s"
"presentaciones en ppt","s"
"presentaciones gerenciales","s"
"presentaciones mensuales","s"
"presentaciones para clientes","n"
"presentaciones para comités","n"
"presentaciones para directorio","n"
"presentaciones semanales","n"
"presentaciones y reportes","s"
"presentada","b"
"presentadas","b"
"presentado","b"
"presentados","b"
"presentados al comité","n"
"presentan","b"
"presentando","b"
"presentando soluciones","s"
"presentar","b"
"presentar información","n"
"presentar informes","s"
"presentar propuestas","s"
"presentar proyectos","s"
"presentar reportes","s"
"presentarlo","b"
"presentarse","b"
"presente","b"
"presenten","b"
"presidencia","b"
"presidencia del consejo","s"
"presidente","b"
"presidente del consejo","s"
"presión","b"
"presión en cumplimiento","n"
"presta","b"
"prestación","b"
"prestación de servicios","n"
"prestado","b"
"prestadoras","b"
"prestadores","b"
"prestadores de servicios","n"
"préstamo","s"
"prestamos","s"
"préstamos","s"
"prestando","n"
"prestando servicios","n"
"prestar","b"
"prestar apoyo","b"
"prestigio","b"
"prestigiosa","b"
"presupuestado","b"
"presupuestados","b"
"presupuestal","s"
"presupuestales","s"
"presupuestar","s"
"presupuestaria","s"
"presupuestarias","s"
"presupuestario","s"
"presupuestarios","s"
"presupuesto","s"
"presupuesto administrativo","s"
"presupuesto anual","s"
"presupuesto asignado","s"
"presupuesto comercial","s"
"presupuesto corporativo","s"
"presupuesto de caja","s"
"presupuesto de compras","s"
"presupuesto de gasto","s"
"presupuesto de gastos","s"
"presupuesto de ingresos","s"
"presupuesto de marketing","s"
"presupuesto de venta","s"
"presupuesto de ventas","s"
"presupuesto del área","s"
"presupuesto del banco","s"
"presupuesto e indicadores","s"
"presupuesto económico","s"
"presupuesto estimado","s"
"presupuesto general","s"
"presupuesto institucional","s"
"presupuesto mensual","s"
"presupuesto operativo","s"
"presupuesto por resultados","s"
"presupuesto público","s"
"presupuesto y análisis","s"
"presupuesto y control","s"
"presupuesto y forecast","s"
"presupuesto y proyección","s"
"presupuesto y proyecciones","s"
"presupuestos","s"
"presupuestos anuales","s"
"presupuestos de gastos","s"
"presupuestos de proyectos","s"
"presupuestos de ventas","s"
"presupuestos y proyecciones","s"
"pretensiones","n"
"pretensiones salariales","n"
"prevención","n"
"prevención de fraudes","n"
"prevención de lavado","n"
"prevención del lavado","n"
"prevenir","b"
"preventivas","b"
"preventivo","b"
"preventivos","b"
"prever","b"
"previa","b"
"previas","b"
"previo","b"
"previos","b"
"previsión","b"
"previsional","b"
"previsionales","b"
"previstas","b"
"previsto","b"
"previstos","b"
"prezi","s"
"pricing","s"
"prima","s"
"primaria","b"
"primarias","b"
"primario","b"
"primas","b"
"primax","b"
"primer","b"
"primera","b"
"primeros","b"
"principal","b"
"principales","b"
"principio","b"
"principios","b"
"principios contables","b"
"prioridad","b"
"prioridades","b"
"priorización","b"
"priorizados","b"
"priorizar","b"
"priox","b"
"privada","b"
"privadas","b"
"privado","b"
"privados","b"
"private","b"
"proactiva","b"
"proactividad","b"
"proactividad","b"
"proactividad y facilidad","s"
"proactivo","s"
"proactivo","s"
"proactivos","s"
"probabilidad","b"
"problema","b"
"problema del cliente","b"
"problemas","b"
"problemas prácticos","b"
"problemas y oportunidades","b"
"problemática","b"
"procedimiento","b"
"procedimientos","b"
"procedimientos administrativos","s"
"procedimientos contables","s"
"procedimientos de auditoría","s"
"procedimientos de control","s"
"procedimientos de gestión","s"
"procedimientos definidos","n"
"procedimientos del área","n"
"procedimientos del sistema","n"
"procedimientos establecidos","n"
"procedimientos internos","n"
"procedimientos operativos","n"
"procedimientos relacionados","n"
"procedimientos vigentes","n"
"procedimientos y actividades","n"
"procedimientos y actividades operativas","n"
"procedimientos y mecanismos","n"
"procedimientos y políticas","s"
"procesa","b"
"procesada","b"
"procesador","b"
"procesados","b"
"procesamiento","b"
"procesamiento de datos","s"
"procesamiento de información","n"
"procesamiento y análisis","n"
"procesando","b"
"procesar","b"
"procesar","b"
"procesar información","b"
"procesar planillas","b"
"proceso","b"
"proceso comercial","s"
"proceso de análisis","s"
"proceso de aprobación","n"
"proceso de atención","n"
"proceso de cálculo","s"
"proceso de cierre","n"
"proceso de cobranza","s"
"proceso de compras","s"
"proceso de contratación","n"
"proceso de control","s"
"proceso de costeo","s"
"proceso de definición","n"
"proceso de desarrollo","s"
"proceso de designación","s"
"proceso de elaboración","s"
"proceso de evaluación","s"
"proceso de expansión","n"
"proceso de facturación","n"
"proceso de formulación","n"
"proceso de gestión","n"
"proceso de implementación","s"
"proceso de integración","s"
"proceso de pago","s"
"proceso de pagos","s"
"proceso de planeamiento","s"
"proceso de planificación","s"
"proceso de revisión","s"
"proceso de selección","s"
"proceso de toma","n"
"proceso de venta","n"
"proceso de ventas","s"
"proceso presupuestal","s"
"proceso presupuestario","s"
"proceso productivo","s"
"procesos","b"
"procesos a cargo","n"
"procesos a través","n"
"procesos actuales","n"
"procesos administrativos","n"
"procesos asociados","n"
"procesos bancarios","s"
"procesos comerciales","s"
"procesos contables","s"
"procesos corporativos","n"
"procesos crediticios","s"
"procesos críticos","n"
"procesos de adquisición","n"
"procesos de atención","n"
"procesos de auditoría","n"
"procesos de cierre","n"
"procesos de cobranza","s"
"procesos de compra","n"
"procesos de compras","s"
"procesos de contratación","n"
"procesos de control","s"
"procesos de evaluación","s"
"procesos de facturación","n"
"procesos de gestión","s"
"procesos de inversiones","s"
"procesos de investigación","s"
"procesos de licitación","n"
"procesos de mejora","n"
"procesos de negociación","n"
"procesos de negocio","n"
"procesos de pagos","s"
"procesos de planeación","s"
"procesos de planeamiento","s"
"procesos de planificación","s"
"procesos de recepción","n"
"procesos de reclutamiento","n"
"procesos de recursos","s"
"procesos de revisión","n"
"procesos de selección","n"
"procesos de soporte","n"
"procesos de toma","n"
"procesos de venta","s"
"procesos de ventas","n"
"procesos del área","n"
"procesos existentes","n"
"procesos financieros","s"
"procesos internos","n"
"procesos judiciales","n"
"procesos logísticos","s"
"procesos operativos","n"
"procesos productivos","s"
"procesos relacionados","n"
"procesos técnicos","n"
"procesos y actividades","n"
"procesos y controles","s"
"procesos y mejora","n"
"procesos y políticas","s"
"procesos y procedimientos","n"
"procesos y proyectos","s"
"procesos y sistemas","n"
"process","b"
"procurar","b"
"procurement","b"
"producción","b"
"producir","b"
"productiva","b"
"productivas","b"
"productividad","s"
"productividad y eficiencia","s"
"productivo","s"
"productivos","s"
"producto","b"
"producto terminado","s"
"producto y canal","s"
"productos","b"
"productos a cargo","s"
"productos a través","s"
"productos asignados","s"
"productos bancarios","s"
"productos de ahorro","s"
"productos de consumo","s"
"productos de créditos","s"
"productos de fuerza","s"
"productos de inversión","s"
"productos de tesorería","s"
"productos de vida","n"
"productos del banco","s"
"productos financieros","s"
"productos globales","s"
"productos inmobiliarios","n"
"productos intangibles","n"
"productos nuevos","n"
"productos o marketing","n"
"productos o servicios","n"
"productos ofrecidos","n"
"productos similares","n"
"productos terminados","n"
"productos transaccionales","n"
"productos y canales","n"
"productos y clientes","n"
"productos y procesos","n"
"productos y proyectos","s"
"productos y segmentos","n"
"productos y servicios","n"
"productos y servicios bancarios","s"
"productos y servicios financieros","s"
"productos y servicios relacionados","n"
"profesión","b"
"profesional","b"
"profesional calificado","n"
"profesional con experiencia","n"
"profesional de control","s"
"profesional de planeamiento","s"
"profesional de tesorería","s"
"profesional en administración","n"
"profesional en economía","s"
"profesional en ingeniería","n"
"profesional general","n"
"profesional idóneo","n"
"profesional mínima","n"
"profesional y línea","n"
"profesionales","b"
"profesor","b"
"profesores","b"
"professional","b"
"proficiency","b"
"profit","s"
"profundidad","b"
"profundización","b"
"profundizar","b"
"profundo","b"
"profuturo","b"
"program","b"
"programa","b"
"programa anual","b"
"programa de capacitación","n"
"programa de liderazgo","s"
"programa de prácticas","s"
"programación","b"
"programación","b"
"programación de pago","s"
"programación de pagos","s"
"programadas","b"
"programados","b"
"programando","b"
"programar","b"
"programas","b"
"programas de auditoría","n"
"programas de capacitación","n"
"programas de desarrollo","s"
"programas de excelencia","n"
"programas de fidelización","n"
"programas de formación","n"
"programas de incentivos","s"
"programas de pago","s"
"programas de trabajo","n"
"programas estadísticos","s"
"programas financieros","s"
"programas o proyectos","s"
"programas sociales","s"
"programas y proyectos","s"
"programme","b"
"progresiva","b"
"progreso","b"
"project","s"
"project a nivel","n"
"project management","s"
"projects","s"
"promedio","b"
"promedios","b"
"promoción","b"
"promocional","b"
"promocionales","b"
"promocionar","b"
"promociones","b"
"promociones especiales","n"
"promociones y campañas","n"
"promotor","b"
"promotor de servicios","n"
"promotores","b"
"promover","b"
"promoviendo","b"
"promueva","b"
"promuevan","b"
"promueve","b"
"pronóstico","b"
"pronósticos","b"
"pronta","b"
"propias","b"
"propiciar","b"
"propiedad","b"
"propiedades","b"
"propietarios","b"
"propio","b"
"propios","b"
"propone","b"
"propone mejoras","n"
"proponer","b"
"proponer","b"
"proponer acciones","n"
"proponer alternativas","s"
"proponer cambios","s"
"proponer estrategias","s"
"proponer ideas","s"
"proponer indicadores","s"
"proponer iniciativas","s"
"proponer lineamientos","s"
"proponer medidas","s"
"proponer mejoras","s"
"proponer normas","s"
"proponer oportunidades","n"
"proponer planes","s"
"proponer proyectos","s"
"proponer recomendaciones","s"
"proponer soluciones","s"
"proponiendo","n"
"proponiendo acciones","s"
"proponiendo alternativas","s"
"proponiendo mejoras","s"
"proponiendo recomendaciones","s"
"proporciona","b"
"proporciona soporte","n"
"proporcionada","b"
"proporcionadas","b"
"proporcionados","b"
"proporcionando","b"
"proporcionar","b"
"proporcionar feedback","n"
"proporcionar información","n"
"proporcionar recursos","s"
"proposals","b"
"proposals y ofertas","n"
"propósito","b"
"propuesta","b"
"propuesta comercial","s"
"propuesta de crédito","s"
"propuesta de créditos","s"
"propuesta de valor","s"
"propuestas","b"
"propuestas comerciales","s"
"propuestas de campañas","n"
"propuestas de crédito","s"
"propuestas de créditos","s"
"propuestas de financiamiento","s"
"propuestas de inversión","s"
"propuestas de mejora","s"
"propuestas de mejoras","s"
"propuestas de negocios","s"
"propuestas de planes","s"
"propuestas de proyectos","s"
"propuestas de servicios","s"
"propuestas de valor","s"
"propuestas económicas","s"
"propuestas para venta","n"
"propuestas técnicas","n"
"propuestos","b"
"prospección","n"
"prospección de clientes","n"
"prospectar","b"
"prospecto","b"
"prospectos","b"
"protección","b"
"protección al consumidor","s"
"protección de datos","n"
"protocolo","b"
"protocolos","b"
"proveedor","b"
"proveedores","b"
"proveedores a través","b"
"proveedores de bienes","s"
"proveedores de servicios","s"
"proveedores estratégicos","s"
"proveedores externos","s"
"proveedores locales","s"
"proveedores nacionales","s"
"proveedores y clientes","n"
"proveedores y clientes internos","n"
"proveer","b"
"proveer información","n"
"proveniente","b"
"provenientes","b"
"provide","s"
"provincia","b"
"provincias","b"
"provisión","b"
"provisión de soluciones","b"
"provisiones","b"
"próximo","b"
"próximos","b"
"proyección","s"
"proyección anual","s"
"proyección de costos","s"
"proyección de eeff","s"
"proyección de estados","s"
"proyección de flujo","s"
"proyección de flujos","s"
"proyección de gastos","s"
"proyección de resultados","s"
"proyección de ventas","s"
"proyección del flujo","s"
"proyección financiera","s"
"proyecciones","s"
"proyecciones anuales","s"
"proyecciones de flujo","s"
"proyecciones de gastos","s"
"proyecciones de resultados","s"
"proyecciones de variables","s"
"proyecciones de venta","s"
"proyecciones de ventas","s"
"proyecciones económicas","s"
"proyecciones financieras","s"
"proyecciones mensuales","s"
"proyecciones trimestrales","s"
"proyect","s"
"proyectada","s"
"proyectado","s"
"proyectados","s"
"proyectar","s"
"proyecto","s"
"proyecto asignado","s"
"proyecto de inversión","s"
"proyectos","s"
"proyectos aprobados","s"
"proyectos asignados","s"
"proyectos comerciales","s"
"proyectos con socios","n"
"proyectos de construcción","n"
"proyectos de consultoría","s"
"proyectos de desarrollo","s"
"proyectos de gestión","s"
"proyectos de implementación","s"
"proyectos de informes","n"
"proyectos de infraestructura","s"
"proyectos de innovación","s"
"proyectos de inversión","s"
"proyectos de investigación","s"
"proyectos de mejora","n"
"proyectos del área","n"
"proyectos e iniciativas","n"
"proyectos especiales","n"
"proyectos específicos","s"
"proyectos estratégicos","s"
"proyectos financieros","s"
"proyectos inmobiliarios","n"
"proyectos internos","n"
"proyectos normativos","n"
"proyectos o encargos","n"
"proyectos productivos","s"
"proyectos relacionados","n"
"proyectos similares","n"
"proyectos sobre desarrollo","s"
"proyectos sociales","s"
"proyectos y productos","s"
"prueba","b"
"pruebas","b"
"psicología","n"
"publica","s"
"pública","s"
"publicación","b"
"publicaciones","b"
"publicado","b"
"publicados","b"
"publicar","b"
"publicas","s"
"públicas","s"
"publicidad","n"
"publicitarias","n"
"publicitario","n"
"publico","s"
"público","s"
"públicos","s"
"pucp","s"
"pudieran","b"
"pueda","b"
"puedan","b"
"puede","b"
"pueden","b"
"puedes","b"
"puerto","b"
"puesta","b"
"puesto","b"
"puesto de analista","s"
"puesto de asistente","s"
"puesto de trabajo","n"
"puesto similar","n"
"puesto similares","n"
"puestos","b"
"puestos afines","n"
"puestos de analista","s"
"puestos de gestión","n"
"puestos de jefatura","n"
"puestos equivalentes","n"
"puestos relacionados","n"
"puestos similares","n"
"puno","b"
"punto","b"
"punto de equilibrio","s"
"punto de venta","n"
"puntos","b"
"puntos críticos","s"
"puntos de control","n"
"puntos de venta","n"
"puntos de ventas","n"
"puntual","b"
"puntuales","b"
"puntualidad","b"
"pyme","s"
"pymes","s"
"qlikview","b"
"quejas","b"
"quejas y reclamos","b"
"query","b"
"quiebres","b"
"química","b"
"quincenal","b"
"quincenales","b"
"quinta","b"
"quinto","b"
"quinto superior","s"
"r","s"
"racionalización","b"
"radicar","b"
"ramos","b"
"rango","n"
"rangos","s"
"rangos y límites","s"
"ranking","n"
"ransa","b"
"rápida","n"
"rápidas","n"
"rat","b"
"rate","s"
"rating","b"
"ratings","b"
"ratio","s"
"ratios","s"
"ratios e indicadores","s"
"ratios financieros","s"
"razonabilidad","b"
"razonable","b"
"razonables","b"
"razonamiento","b"
"r-e","b"
"reales","b"
"realice","b"
"realicen","b"
"realidad","b"
"realiza","b"
"realiza","b"
"realiza análisis","s"
"realiza seguimiento","s"
"realiza seguimiento","s"
"realización","b"
"realización de análisis","s"
"realización de consultorías","s"
"realización de documentación","s"
"realización de estudios","n"
"realización de eventos","n"
"realización de informes","s"
"realización de presentaciones","s"
"realización de proyectos","s"
"realización de pruebas","s"
"realización de reportes","s"
"realización de transacciones","n"
"realizada","b"
"realizadas","b"
"realizado","b"
"realizado prácticas","n"
"realizados","b"
"realizan","b"
"realizando","b"
"realizando actividades","n"
"realizando análisis","s"
"realizando coaching","n"
"realizando evaluación","s"
"realizando funciones","n"
"realizando labores","n"
"realizando prácticas","s"
"realizando reportes","s"
"realizando seguimiento","n"
"realizando tareas","n"
"realizar","b"
"realizar","b"
"realizar actividades","n"
"realizar análisis","s"
"realizar análisis","s"
"realizar auditorías","n"
"realizar cambios","n"
"realizar capacitaciones","n"
"realizar casos","n"
"realizar conciliaciones","n"
"realizar concursos","n"
"realizar coordinaciones","n"
"realizar cotizaciones","n"
"realizar estudios","s"
"realizar evaluación","n"
"realizar evaluaciones","s"
"realizar funciones","s"
"realizar informes","s"
"realizar investigación","s"
"realizar investigaciones","s"
"realizar labores","n"
"realizar línea","n"
"realizar llamadas","n"
"realizar modelos","s"
"realizar operaciones","s"
"realizar pagos","s"
"realizar prácticas","s"
"realizar presentaciones","s"
"realizar procesos","n"
"realizar propuestas","s"
"realizar proyecciones","s"
"realizar reporte","s"
"realizar reportes","s"
"realizar reuniones","n"
"realizar revisiones","n"
"realizar seguimiento","s"
"realizar seguimiento","s"
"realizar trabajo","n"
"realizar viajes","n"
"realizar visitas","n"
"realizará","b"
"realizarán","b"
"realizarse","b"
"reaseguros","b"
"recabar","b"
"recabar información","n"
"recaudación","b"
"recaudación de fondos","s"
"recaudo","b"
"recepción","b"
"recepción de documentos","n"
"recepción y entrega","n"
"recepcionar","b"
"rechazo","b"
"recibe","b"
"reciben","b"
"recibida","b"
"recibidas","b"
"recibido","b"
"recibidos","b"
"recibir","b"
"recibo","b"
"recibo por honorarios","b"
"recibos","b"
"recibos por honorarios","b"
"reciente","b"
"reclamaciones","b"
"reclamo","b"
"reclamos","b"
"reclamos de brokers","s"
"reclamos de clientes","b"
"reclasificación","b"
"reclasificaciones","b"
"reclutamiento","n"
"reclutamiento practicante","n"
"reclutamiento y selección","n"
"recoger","b"
"recoger información","n"
"recogida","b"
"recojo","b"
"recojo de información","n"
"recolección","n"
"recolección de datos","s"
"recolección de información","s"
"recolectar","n"
"recolectar información","s"
"recomendación","n"
"recomendaciones","n"
"recomendaciones de auditoría","s"
"recomendaciones formuladas","s"
"recomendando","b"
"recomendar","n"
"recomendar acciones","n"
"recomendar tasas","s"
"recomendar términos","s"
"reconocida","b"
"reconocidas","b"
"reconocido","b"
"reconocidos","b"
"reconocimiento","b"
"recopila","b"
"recopilación","b"
"recopilación de información","b"
"recopilar","b"
"recopilar información","b"
"record","b"
"recuperación","b"
"recuperación de cartera","s"
"recuperación de clientes","n"
"recuperación y cobranza","s"
"recuperaciones","b"
"recuperar","b"
"recupero","b"
"recuperos","b"
"recurrentes","b"
"recurrir","b"
"recurso","b"
"recurso humano","n"
"recursos","b"
"recursos actualizados","n"
"recursos asignados","s"
"recursos de acuerdo","n"
"recursos disponibles","s"
"recursos económicos","s"
"recursos financieros","s"
"recursos humanos","s"
"recursos naturales","s"
"recursos necesarios","s"
"recursos tecnológicos","s"
"red","b"
"red comercial","s"
"red de agencias","n"
"red de contactos","n"
"red de distribuidores","n"
"red de oficinas","n"
"red de sucursales","n"
"red de tiendas","n"
"redacción","s"
"redacción de informes","s"
"redacción y ortografía","s"
"redactando","s"
"redactar","s"
"redes","n"
"redes sociales","n"
"rediseño","n"
"reducción","n"
"reducción de costos","s"
"reducción de gastos","s"
"reduciendo","b"
"reducir","b"
"reducir costos","s"
"reembolso","b"
"reembolsos","b"
"reemplazar","b"
"reemplazar al funcionario","b"
"reestructuración","n"
"reestructurar","b"
"reestructurar transacciones","n"
"referencia","b"
"referencial","b"
"referencias","b"
"referencias comerciales","n"
"referente","b"
"referentes","b"
"referida","b"
"referidas","b"
"referido","b"
"referidos","b"
"refinanciados","b"
"refinanciamiento","b"
"reflejen","b"
"reflotamiento","b"
"reforzar","b"
"refrendado","b"
"refrigerio","b"
"refuerzo","b"
"régimen","b"
"régimen de apoyo","b"
"régimen del servicio","b"
"regímenes","b"
"region","b"
"región","b"
"regional","s"
"regionales","s"
"regiones","b"
"registra","b"
"registrada","b"
"registradas","b"
"registrados","b"
"registran","b"
"registrar","b"
"registrar","b"
"registrar deudas","s"
"registrarse","b"
"registrarse en www.apoyoconsultoria.com","s"
"registro","b"
"registro","b"
"registro adecuado","n"
"registro contable","s"
"registro de cobranzas","n"
"registro de compras","s"
"registro de facturas","n"
"registro de gastos","s"
"registro de información","s"
"registro de notas","n"
"registro de operaciones","n"
"registro de proveedores","n"
"registro de ventas","s"
"registro y análisis","s"
"registro y control","s"
"registro y seguimiento","s"
"registros","b"
"registros contables","s"
"reglamento","b"
"reglamento interno","n"
"reglamentos","b"
"reglas","b"
"reglas de negocio","n"
"regulación","b"
"regulación bancaria","s"
"regulación de servicios","n"
"regulación económica","s"
"regulación tarifaria","n"
"regulación vigente","n"
"regulaciones","s"
"regulador","n"
"reguladora","n"
"reguladoras","n"
"reguladores","n"
"regulados","n"
"regulan","b"
"regular","b"
"regulares","b"
"regularización","s"
"regularizaciones","s"
"regularizar","n"
"regulatoria","b"
"regulatorias","b"
"regulatorio","b"
"regulatorios","b"
"regulen","b"
"reingeniería","n"
"reingeniería de procesos","n"
"relación","n"
"relación cercana","n"
"relación comercial","s"
"relación con bancos","s"
"relación con clientes","n"
"relación con inversionistas","s"
"relación con proveedores","n"
"relación de negocios","n"
"relacionada","n"
"relacionadas","n"
"relacionado","n"
"relacionados","n"
"relacional","n"
"relacionamiento","n"
"relacionarse","n"
"relaciones","n"
"relaciones comerciales","s"
"relaciones comunitarias","n"
"relaciones estratégicas","s"
"relaciones internacionales","s"
"relaciones interpersonales","n"
"relaciones laborales","n"
"relaciones públicas","s"
"relativa","n"
"relativas","n"
"relativo","n"
"relativos","n"
"relevamiento","n"
"relevamiento de información","n"
"relevancia","n"
"relevant","n"
"relevante","n"
"relevantes","n"
"relevar","n"
"remesas","n"
"remisión","n"
"remitida","n"
"remitidas","n"
"remitidos","n"
"remitir","n"
"remuneración","n"
"remuneración acorde","n"
"remuneración competitiva","n"
"remuneración mensual","n"
"remuneración variable","n"
"remuneraciones","b"
"remunerativos","b"
"rendición","n"
"rendición de cuentas","s"
"rendiciones","n"
"rendimiento","n"
"rendimiento académico","n"
"rendimientos","n"
"rendir","n"
"renovables","n"
"renovación","n"
"renovación de contratos","n"
"renovaciones","n"
"renovaciones o ajustes","n"
"renta","s"
"renta fija","s"
"renta variable","s"
"rentabilidad","s"
"rentabilidad ajustada","s"
"rentabilidad de acuerdo","s"
"rentabilidad del negocio","s"
"rentabilidad esperada","s"
"rentabilidad y crecimiento","s"
"rentabilidades","s"
"rentabilización","s"
"rentabilizar","s"
"rentable","s"
"rentables","s"
"rentas","s"
"rentas vitalicias","s"
"reparto","b"
"report","b"
"reporta","b"
"reporta al gerente","b"
"reportadas","b"
"reportados","b"
"reportan","b"
"reportando","b"
"reportar","b"
"reportar","b"
"reportará","b"
"reporte","n"
"reporte de crédito","s"
"reporte de gastos","s"
"reporte de indicadores","s"
"reporte de resultados","s"
"reporte de seguimiento","s"
"reporte de ventas","n"
"reporte diario","s"
"reporte financiero","s"
"reporte mensual","s"
"reporte semanal","s"
"reportes","s"
"reportes a casa","n"
"reportes a gerencia","n"
"reportes comerciales","s"
"reportes con información","n"
"reportes contables","s"
"reportes correspondientes","n"
"reportes de análisis","s"
"reportes de avance","n"
"reportes de avances","n"
"reportes de cierre","s"
"reportes de cobranza","n"
"reportes de control","s"
"reportes de crédito","s"
"reportes de cuentas","s"
"reportes de estados","s"
"reportes de gastos","s"
"reportes de gestión","s"
"reportes de indicadores","s"
"reportes de información","n"
"reportes de monitoreo","s"
"reportes de rentabilidad","s"
"reportes de resultados","s"
"reportes de riesgos","s"
"reportes de seguimiento","s"
"reportes de tesorería","s"
"reportes de venta","s"
"reportes de ventas","s"
"reportes del área","s"
"reportes del mercado","s"
"reportes del sistema","s"
"reportes diarios","s"
"reportes e indicadores","s"
"reportes e informes","s"
"reportes emitidos","n"
"reportes en excel","s"
"reportes especiales","n"
"reportes especializados","n"
"reportes estadísticos","s"
"reportes financieros","s"
"reportes gerenciales","n"
"reportes internos","n"
"reportes mensuales","s"
"reportes normativos","n"
"reportes operativos","n"
"reportes pertinentes","n"
"reportes regulatorios","n"
"reportes relacionados","n"
"reportes semanales","n"
"reportes sobre indicadores","s"
"reportes trimestrales","s"
"reportes y análisis","s"
"reportes y anexos","n"
"reportes y estadísticas","s"
"reportes y presentaciones","n"
"reporting","n"
"reporting y monitoreo","s"
"reports","s"
"reposición","b"
"reposición de stock","n"
"representa"," b"
"representación","b"
"representación de osinergmin","s"
"representante","b"
"representante de servicio","n"
"representante de ventas","s"
"representantes","b"
"representar","b"
"represente","b"
"representen","b"
"república","b"
"repuestos","b"
"reputación","b"
"requerida","b"
"requeridas","b"
"requerido","b"
"requeridos","b"
"requerimiento","b"
"requerimientos","b"
"requerimientos de clientes","n"
"requerimientos de compras","s"
"requerimientos de información","n"
"requerimientos del área","n"
"requerimientos del banco","s"
"requerimientos del cliente","n"
"requerimientos internos","n"
"requerimientos normativos","n"
"requerimientos regulatorios","n"
"requerimientos y reclamos","n"
"requiera","b"
"requieran","b"
"requiere","b"
"requiere experiencia","n"
"requieren","b"
"require","b"
"required","b"
"requirements","b"
"requisiciones","b"
"requisito","b"
"requisito indispensable","b"
"requisitos","b"
"requisitos establecidos","b"
"requisitos exigidos","b"
"requisitos generales","b"
"requisitos indispensables","b"
"requisitos señalados","b"
"research","b"
"reserva","b"
"reservas","b"
"resguardar","b"
"residencia","b"
"residenciales","b"
"residir","b"
"residuos","b"
"resolución","b"
"resolución de consultas","n"
"resolución de problemas","s"
"resoluciones","b"
"resolver","b"
"resolver inconvenientes","n"
"resolver problemas","s"
"resource","b"
"respectiva","b"
"respectivas","b"
"respectivo","b"
"respectivos","b"
"respecto","b"
"respecto al presupuesto","n"
"respetando","b"
"respete","b"
"responde","b"
"responder","b"
"responder consultas","b"
"responsabilidad","n"
"responsabilidad social","s"
"responsabilidad y valores","n"
"responsabilidades","n"
"responsabilidades similares","n"
"responsabiliza","b"
"responsabilizarse","b"
"responsable","b"
"responsable","b"
"responsables","b"
"responsible","b"
"respuesta","b"
"respuesta oportuna","b"
"respuestas","b"
"restaurantes","b"
"resto","b"
"restricciones","b"
"resultado","b"
"resultados","b"
"resultados comerciales","s"
"resultados de calidad","n"
"resultados de campañas","n"
"resultados de gestión","n"
"resultados de inversiones","s"
"resultados de negocio","s"
"resultados de ventas","n"
"resultados del negocio","s"
"resultados del plan","s"
"resultados e indicadores","s"
"resultados económicos","s"
"resultados en función","n"
"resultados esperados","n"
"resultados financieros","s"
"resultados mensuales","n"
"resultados obtenidos","n"
"resultados por centro","n"
"resultados previstos","n"
"resultados reales","n"
"resultados y conclusiones","n"
"resultantes","b"
"resulten","b"
"results","b"
"resumen","b"
"resúmenes","b"
"retail","b"
"retails","b"
"retención","b"
"retención de clientes","n"
"retenciones","b"
"retener","b"
"retiros","b"
"retorno","b"
"retos","b"
"retroalimentación","b"
"retroalimentar","b"
"reunión","b"
"reuniones","b"
"reuniones comerciales","s"
"reuniones con clientes","n"
