Texto,areas
"Jefe de Productos Financieros Activos Realizar el reporte diario de las ventas de todos los productos activos.
Realizar los informes de medición de campañas comerciales, gestión de pilotos  y ratios de productividad por canal.
Realizar el análisis de la competencia utilizando fuentes internas y externas, que permita encontrar oportunidad de nuevos negocios.
Desarrollo de análisis adhoc enfocados en disminuir las provisiones, gastos y en maximizar la rentabilidad de los productos del activo del banco.
Gestionar  la relación con las áreas de Business Intelligence (BI), Riesgo Crediticio, Sistemas y Finanzas; estableciendo una agenda y acciones comerciales compartidas.
Gestionar proyectos e iniciativas comerciales de eficiencia comercial.
Preparar presentaciones para la Alta Dirección sobre los avances de los productos y los retos comerciales que se presentan. Experiencia mínima de 04 años como Analista, Analista Senior ó de lo contrario 02 años en cargos de Jefatura en empresas del rubro Banca, Entidades Financieras, Consumo Masivo, Telecomunicaciones, Retail ó Consultoría.
Contar con Especialización, Diplomado y/o Maestría en Finanzas, Producto, Marketing ó relacionados a estos temas.

Conocimientos Técnicos
Conocimientos de Finanzas / Matemática Financiera.
Manejo de SQL.
Dominio de Excel a nivel avanzado.
Conocimientos de Marketing Estratégico.

Competencias
Alta Capacidad de Planificación y Organización.
Capacidad para relacionarse a todo nivel.
Impacto e Influencia.
Negociación Efectiva.
Liderazgo.
Alta Capacidad de Análisis y Síntesis.","('F', 'P')"
"Miembro del Consejo Directivo de OSIPTEL El Consejo Directivo es el órgano de dirección máximo de OSIPTEL.  
Funciones de OSIPTEL:
Función reguladora: comprende la facultad de fijar las tarifas de los servicios bajo su ámbito.
Función Normativa: comprende la facultad de dictar en el ámbito y en materia de sus respectivas competencias, los reglamentos, normas que regulen los procedimientos a su cargo, otras de carácter general y mandatos u otras normas de carácter particular referidas a intereses, obligaciones o derechos de las entidades o actividades supervisadas o de sus usuarios.
Comprende, a su vez, la facultad de tipificar las infracciones por incumplimiento de obligaciones establecidas por normas legales, normas técnicas y aquellas derivadas de los contratos de concesión, bajo su ámbito, así como por el incumplimiento de las disposiciones reguladoras y normativas dictadas por ellos mismos. Asimismo, aprobarán su propia Escala de Sanciones dentro de los límites máximos establecidos mediante decreto supremo refrendado por el Presidente del Consejo de Ministros y el Ministro de Transportes y Comunicaciones. REQUISITOS GENERALES  PARA POSTULAR:

a)	Ser profesional con no menos de diez (10) años de ejercicio.

b)	Contar con reconocida solvencia e idoneidad profesional. Este requisito se acreditará demostrando:
-	No menos de tres (3) años de experiencia en el desempeño de cargos de dirección, entendiéndose por tales, aquellos desempeñados en la Alta Dirección de empresas u organismos del Estado y/o empresas privadas; o
-	No menos de cinco (5) años de experiencia en materias que configuran el objeto de competencia de OSIPTEL.

c)	Acreditar, por lo menos, estudios de maestría concluidos en materias relacionadas a la actividad objeto de competencia de OSIPTEL. En el caso de los estudios de maestría concluidos y que hayan sido realizados en el extranjero, éstos deberán estar reconocidos, revalidados, convalidados o registrados ante la Superintendencia Nacional de Educación Superior Universitaria - SUNEDU, las universidades, o ante la Autoridad Nacional del Servicio Civil - SERVIR, según corresponda.

Las maestrías que serán consideradas para efectos del procedimiento podrán estar referidas a materia legal, regulatoria, de administración, económica, o materia técnica que se encuentre relacionada a las actividades y funciones de OSIPTEL.

d)	No estar incursos en ninguno de los supuestos de incompatibilidades establecidos en el artículo 8 de la Ley Nº 27332, en concordancia con lo señalado en el artículo 13 del Decreto Supremo N° 103-2012-PCM.

DOCUMENTACIÓN A PRESENTAR:

Las personas que cumplan con los requisitos señalados podrán presentar su postulación, para lo cual deberán remitir la siguiente documentación:

-	Currículum Vitae documentado, debiendo incluir copia simple de los documentos que acrediten la formación académica y la experiencia profesional.
-	Declaración Jurada en la que se indique cumplir con los requisitos exigidos conforme a la Ley Nº 27332; no tener incompatibilidades para ser designado como miembro del Consejo Directivo y declarar la veracidad de la información contenida en su Currículum Vitae. (Anexo 1)
-	Formulario de postulación debidamente completado. (Anexo 2)
-	Declaración de Integridad (Anexo 3)

Los formatos denominados Anexo 1, Anexo 2 y Anexo 3 forman parte del Decreto Supremo N° 103-2012-PCM y se podrán obtener en la página web de la Presidencia del Consejo de Ministros (www.pcm.gob.pe) y de la página web de OSIPTEL (www.osiptel.gob.pe).","('F', 'P')"
"Subgerente de análisis de tesoreria Elaboración del presupuesto de las Mesas de Trading y Clientes a nivel Banca y Tesorería.
Generación de Reportes de Gestión, Indicadores de productividad.
Seguimiento de Campañas, Participación de Mercado.
Creación de Herramientas de Gestión y Administración de la Base de Datos de Tesorería.
Verifica la calidad de la información, realiza seguimiento y evalúa el desempeño de las personas a su cargo. Experiencia en temas de planeamiento financiero (Indispensable) mínimo de 2 años.
Experiencia en riesgos de mercado (Deseable).
Manejo de Excel nivel Intermedio.
Ingles  Intermedio.
Deseable certificación CFA.","('F', 'P')"
"Suscriptor - Evaluar los riesgos y autorización según limite de autoridad y política de suscripción.
- Representar al área ante instancias internas de la compañía y participar en el comité de Suscripción de RRGG.
- Evaluar y realizar la propuesta de renovaciones anticipadas de riesgos restringidos.
- Dar soporte a las Áreas Comercial y de Formalización en temas de suscripción de RRGG. 
- Absolver consultas técnicas de RRGG y evaluar casos fuera de la política de suscripción según nivel que corresponde.
- Elaborar cotizaciones básicas de Ramos Técnicos.
- Evaluar factores claves de riesgo por solicitud nueva, pólizas antes de la renovación.
- Elaborar propuestas de cotización. - Experiencia de 2 años en el área de Análisis de Riesgos, Rentabilidad, Siniestros y/o Suscripción.","('F', 'P')"
"Trade Marketing Beverages Specialist Desarrollar las estrategias de la categoría a su cargo, definiendo canales prioritarios y generando una plataforma de negocios a largo plazo que permita un crecimiento sostenido a través de una adecuada ejecución en el PDV.
Realizar análisis del negocio, la categoría y el comprador, incluyendo análisis de desempeño de la categoría y shopper - análisis de coberturas, surtido, precios, descuentos, impactos promocionales, etc.
Desarrollar insights para las categorías a su cargo (p.e., tendencias de la categoría, hábitos de compra del consumidor, etc.).
Definir los lineamientos del marketing mix (Precio, Producto, Plaza y Promoción) a seguir en el canal de ventas.
Identificar oportunidades de crecimiento de la categoría en los canales de venta desarrollando, en forma anticipada, propuestas de acción tangibles que agreguen valor al negocio. Asimismo, llevar a cabo acciones tácticas que permitan eliminar posibles gaps en el mes a mes.
Liderar el proceso MBP (construcción y revisión de la cifra sell out) proponiendo y consensuando los objetivos de crecimiento de la categoría en base a los planes revisados en el ICP (Planes de Marca, planes de categoría canal y planes de ruta). Experiencia mínima de 3 a 5 años combinada en el área de Ventas y planificación comercial.
Experiencia en el campo del retail y/o consumo masivo.
Manejo de Office a nivel Avanzado.","('F', 'P')"
"Analista Comercial Responsable de medir, interpretar y preparar reportes de los KPIs a todo nivel (país, producto, canal, etc) en presentaciones efectivas para la Gerencia Comercial. Tener claro la lectura de negocio (mercado, producto, lane, canales, etc) a cierre de mes  y, así mismo; proveer sugerencias y conclusiones de los mismos.
Responsable de calcular las comisiones e incentivos de todos los canales de venta, a su vez de mantener actualizada la política de comisiones local y que cumpla con los estándares de la Oficina Regional.
Responsable del proceso de establecimiento de objetivos mensuales (metodología, cálculo y control) para la fuerza de venta.
Responsable de administrar el CRM (COMET), de la calidad de la data (DQS), de brindar soporte a la fuerza de ventas y de proveer conclusiones ante cualquier análisis solicitado (campañas regionales).
Responsable de llevar a cabo el proceso de Re-allocation de clientes según directivas de la Oficina Regional.
Identificar oportunidades de mejora y realizar otros reportes o tareas solicitadas por el Supervisor o la Gerencia Comercial.

Analytics & Stretegic Alerts

Responsable de gestionar fuentes externas (SUNAT, Adex Datatrade, etc) para proveer conclusiones y sugerencias del comportamiento del mercado y la industria (Market Share, estacionalidad de industrias).
Implementar inteligencia de negocios para sugerir estrategias comerciales.
Generar y liderar nuevas fuentes de  negocio a trabajar con el equipo comercial. Así mismo, generar bases de datos para proveer a COMET.
Responsable de optimizar el manejo de información (utilización de los reportes regionales Bricks, Cognos). 
Responsable de realizar el control diario de la venta del mes en curso y de realizar proyecciones (forecast) de cierre de mes. Interpretar las causas raíces cuando una variable no se encuentre en el control esperado. 
Realización del Annual Operations Plan (budget de venta) según los lineamientos estratégicos definidos con Gerencia  General y con la Gerencia Comercial.

Process Adherence
Cumplir con lo establecido en los programas, manuales, procedimientos e instrucciones que le apliquen, dentro del GSP.
Desarrollar y fomentar los valores corporativos (compliance) de DHL. Experiencia de al menos 1 año en áreas Comerciales o Business Intelligence. 
Sólidos conocimientos estadísticos.
Nivel de inglés avanzado en lectura, escritura y conversación.
Conocimiento en Microsoft Office (Excel y Power Point) a nivel avanzado. 
Conocimiento en manejo de bases de datos en Access a nivel avanzado. 
Conocimiento en manejo de información en SQL.","('F', 'P')"
"Analista de Desarrollo de Proyectos Objetivo de la posición:
Participar en la evaluación, desarrollo, análisis e implementación de proyectos y oportunidades de negocios, nuevos y actuales. Gestión del conocimiento de mercados y clientes. Seguimiento y elaboración del planeamiento financiero y estratégico de la gerencia. Soportar en la elaboración de reportes de información para la empresa y autoridades que lo requieran.

- Elaborar reportes de gestión para la Gerencia Comercial relacionados a clientes, mercado, márgenes, competitividad, etc. 
- Evaluar la pre factibilidad y factibilidad de nuevos negocios.
Desarrollar e implementar las oportunidades de nuevos negocios.
- Seguimiento y control a la rentabilidad de los negocios actuales y nuevos negocios.
- Elaboración y seguimiento a la planeación estratégica comercial. Seguimiento al plan de negocio e indicadores por negocio. 
- Estimar las necesidades futuras de suministro y transporte de hidrocarburos. 
Seguimiento a los consumos y a las capacidades contratadas actuales.
- Proponer a la gerencia la optimización de procesos críticos, analizando continuamente las necesidades y el entorno del mercado para recomendar cambios.
- Apoyo y seguimiento en la definición del plan quincenal.
- Velar por su seguridad y salud a cargo, así como cumplir con la política del SIG y normas en materia de seguridad y salud. - Bachiller universitario en Economía, Administración, Contabilidad, Ing. Industrial o afines (perfil financiero). 
- Experiencia de 2 años en evaluación de proyectos financieros o experiencia de 2 años en el desarrollo de proyectos de inversión de nuevos negocios en el rubro energía (muy deseable) y servicios.
- Manejo de indicadores.
- Conocimiento de SAP – Módulo CO (Deseable). 
- Entorno Windows – Office – Avanzado.
- Inglés – Intermedio.

Competencias: 
-	Orientación a Resultados.
-	Estrategia y planeación.
-	Creatividad.
-	Iniciativa y Proactividad.
-	Análisis.
-	Negociación.
-	Trabajo en equipo.
-	Comunicación a todo nivel.","('F', 'P')"
"Analista de riesgo crediticio Realizar el monitoreo de los principales indicadores de riesgo crediticio de la cartera de inversiones, con los cuales se elaboraran reportes semanales, mensuales y trimestrales, para las distintas áreas de finanzas.
Preparar análisis de riesgo crediticio para las distintas inversiones que planee realizar la compañía, lo cual incluye análisis de ratios y EEFF, así como, proyecciones e identificación de riesgos. Tener experiencia en áreas de finanzas o con intereses en aéreas de finanzas, riesgos y/o inversiones.
Manejar MS Office a nivel avanzando (conocimiento de macros) y Bloomberg a nivel básico.","('F', 'P')"
"Consultor Senior de Consultoría de Negocios Análisis estructurado de las necesidades específicas de las empresas y desarrollo de sus soluciones. 

Seguimiento de la relación con el cliente (pares del equipo). 

Gestión y mentoring de miembros junior del equipo. 

Comunicación, oral y escrita, de resultados al cliente por medio de presentaciones. 

Análisis cuantitativo de grandes bases de información, primaria y secundaria.
 
Conducción de entrevistas con principales stakeholders. De 2 a 3 años de experiencia laboral. 

De preferencia en áreas de estrategia de negocios, comercial, suply chain, marketing, CRM.

Con interés o experiencia en consultoría, estrategia de negocios, planeamiento estratégico, funciones comerciales, operativas o logísticas (de preferencia en multinacionales).","('F', 'P')"
"Jefe de Recursos Humanos - Business Partner Entender perfectamente el negocio y el impacto que tiene en las personas.
Entender la dinámica del mercado, de forma que sea capaz de anticiparse a los perfiles que serán necesarios a corto plazo e incorporarlos en la dinámica empresa.
Gestionar las solicitudes de puestos nuevos.
Anticiparse de forma proactiva a las necesidades de los colaboradores en términos de formación y desarrollo de carrera.
Conocer en profundidad a todas las personas que gestiona, teniendo identificadas sus competencias, habilidades y como éstas pueden aportar a la empresa
Identificar y desarrollar a las personas de alto potencial, procurando y facilitando el que puedan desarrollarse  dentro de la organización.
Gestionar los incrementos de sueldo ante la Gerencia de Compensaciones.
Diseñar, ejecutar y monitorear la encuesta de clima laboral, determinando las mejoras a ejecutar en base a los resultados de la  misma.
Realizar y monitorear las evaluaciones de desempeño de cada área, teniendo especial cuidado en dar un correcto y oportuno feedback al personal evaluado.
Coordinar con las  áreas de RH corporativas  para trasladar las necesidades de sus clientes internos  y anticiparse a cualquier problema  antes de que suceda.
Trasladar las necesidades de los empleados a la gerencia y viceversa.  Hacer que los objetivos de la empresa formen parte del día a día de los empleados y que los directivos entiendan y gestionen las necesidades e inquietudes de éstos.
Actuar como coach de ambas partes cuando sea necesario, asesorando, aconsejando e influyendo.
Ayudar a que el conocimiento necesario se extienda a lo largo de toda la Organización de la forma más rápida y constante posible.
Supervisar la elaboración de planillas
Monitorear las renovaciones de contrato y del rol anual de vacaciones
Estar en constante actualización de las leyes laborales.
Gestionar los recursos para orientar a la empresa hacia el Great Place to Work
Estar en contacto permanente con todos los demás HRBP para lograr las máximas sinergias entre los distintos colectivos.
Ejecutar los proyectos relacionados al área de gestión humana, en coordinación con las áreas involucradas. Profesional con por lo menos 3 años de experiencia en posiciones afines, en empresas idealmente de servicios, con población mayor a 500 colaboradores.
Idealmente con estudios de Post Grado en Gestión de Personas
Experiencia y conocimiento de los diferentes procesos de Recursos Humanos, con un claro enfoque hacia el desarrollo del talento.
Conocimiento de compensaciones, planillas y legislación laboral.
Manejo de Office  a nivel usuario.
Disponibilidad para viajar a provincias.","('F', 'P')"
"Practicante de Administración de Ventas - Apoyo en la elaboración de cotizaciones.
- Apoyo en la administración de ordenes de compra recibidas.
- Apoyo en la generación y procesamiento de información estadística del área de ventas. - Deseable conocimiento del sector minero. 
- Profesión: Administración, Economía, Ing Industrial o carreras afines.
- Disponibilidad para realizar prácticas profesionales.","('F', 'P')"
"Practicante de Control de Gestión y Planeamiento Financiero Misión del puesto:
Dar soporte al área de Planeamiento financiero de Ventas en las funciones de Control de Gestión de presupuesto administrativo de ventas procesos para el negocio de Consumo Masivo Perú. 
Entre ellos: Análisis de gastos reales administrativos de venta, análisis de proyección de gastos, revisiones de registros por cuenta y Centro de costo. 
La misión es ser cada vez más ágiles y eficientes en el análisis por medio de la optimización de las herramientas y su fácil análisis.

Funciones:
Crear / Actualizar herramientas nuevas de análisis de resultados.
Actualizar los reportes de gastos y preparar las presentaciones a los Directores y Gerentes responsables.
Validar que la información de los gastos sea la adecuada según los lineamientos del negocio.
Generar diversos reportes de análisis financiero y de resultados económicos. −Conocimientos Técnicos: Excel avanzado, macros, manejo de bases de datos, Access (no indispensable).

−Experiencia Laboral: no es requisito.

−Competencias: Analítico y con foco en el detalle, Orientado a resultados, Proactivo y Responsable.

−Habilidades: Trabajo en equipo, Análisis numérico, Capacidad de síntesis y capacidad de Interrelación Personal a todo nivel.","('F', 'P')"
"Practicante de Tarjetas de Crédito (Retail) Coordinar con los Retail del Grupo Falabella (Saga Falabella, Tottus, Sodimac y Maestro) la implementación de campañas segmentadas.
Realizar el análisis así como la elaboración de reporte de resultados de campañas.
Elaboración de Presentaciones.
Apoyar en el diseño e implementación de nuevos procesos.
Coordinar con publicidad la elaboración de piezas de comunicación. Experiencia:
Mínima de 06 meses en el área de producto, Comercial, CRM ó Marketing. (Obligatorio).

Conocimientos Técnicos:
Manejo de Excel a nivel avanzado.
Manejo de Base de Datos.
Conocimiento del sistema Business Objects (Deseable).","('F', 'P')"
"Practicante de Transfer Pricing Ejecutar el servicio de estudio de precios de transferencia para los clientes 
de la Firma.
Aplicar los conceptos económicos y financieros correctamente en el servicio 
brindado.
Investigar, recabar y documentar la información relevante al servicio 
brindado al cliente.
Presentar la información correctamente, de manera ordenada y sintetizada, 
habiéndola revisado previamente.
Reportar sus avances continuamente y en las reuniones de seguimiento. Experiencia en el área de estudio de precios de transferencia 
(deseable).
Haber trabajado o realizado prácticas en el área financiera o de 
estudios económicos.
Experiencia como Practicante y/o Auxiliar (indispensable).","('F', 'P')"
"Analista de Estudios Cuantitativos 1. Procesamiento y análisis de información secundaria de distintas bases de datos socioeconómicas del Perú (Censos, ENAHO, ESCALE, entre otras).
2. Revisión de literatura teórica y de evidencia empírica relacionada al proyecto.
3. Análisis de información cuantitativa.
4. Elaboración de informes, velando por calidad en términos de forma y contenido.
5. Trabajo coordinado con analistas y miembros del equipo de consultoría socioeconómica. Contar al menos con 1 año de experiencia profesional en el manejo de bases de datos de dominio público.
En manejo de base de datos utilizando Stata (excluyente).
Buen dominio de paquetes informáticos tales como Word, Excel y Power Point.
Manejo de Stata a nivel avanzado.
Dominio del idioma inglés a nivel intermedio-avanzado.","('F', 'P')"
"Analista Presupuestos y Proyecciones Senior Las funciones que desempeñará en esta colocación son:

- Coordinar, consolidar y analizar el Presupuesto del Banco vista local y Toronto de las Bancas y Productos Retail.
- Participar en los procesos de automatización de todos los procesos críticos del Plan y Proyecciones periódicas de la vista local y Toronto.
- Realizar proyecciones mensuales, trimestrales y/o anuales a requerimiento de Toronto (PreQ y Forecast) en los plazos establecidos, asegurando la consistencia de cifras (análisis).
- Mantener relaciones estratégicas con los representantes de los Segmentos/Banca/Producto,  IB Finance,  Contabilidad, Control de Gestión de Subsidiarias, Control de Gestión Financiera, empresas adquiridas por el Grupo, entre otras, a fin de mejorar la precisión en las estimaciones.
- Análisis y seguimiento de nuevos requerimientos de control de cifras de Toronto (Wealth Management, Insurance, IBX) y otras empresas adquiridas por el grupo.
- Asegurar la razonabilidad de los mapeos de la información financiera proyectada y real de las vistas Local versus Toronto. 
- Control, Análisis y Seguimiento de Partidas Intragrupales de SBP, Subsidiarias y AFP, asegurando los resultados reales del Grupo.
- Participar en la incorporación de nuevas entidades adquiridas bajo responsabilidad de SBP conociendo sus procesos críticos y cifras de importancia.
- Asegurar la consistencia de los GAAP, Fair Value y Business Line Adjustments, logrando un mejor entendimiento de los resultados del Grupo vista Toronto. El perfil para este puesto requiere:
- Bachiller universitario de las carreras de Economía, Administración, Ingeniería Industrial o carreras afines.
- Experiencia mínima de 3 a 4 años como Analista de Finanzas, Control de Gestión, Planeamiento Comercial, Planeamiento Estratégico en empresas del sistema financiero /bancario.
- Conocimientos sobre Finanzas, Contabilidad, Planeamiento Financiero, Administración, Manejo del MIS.
- Manejo de MS Office, manejo de base de datos (Acces) e INEA (BOP) a nivel Avanzado. Dominio del idioma inglés (Intermedio).","('F', 'P')"
"Ejecutivo Comercial - Junior / Lurin Diseñar y establecer estrategias de ventas para clientes extranjeros.
Introducir y desarrollar nuevos mercados en otros continentes.
Alcanzar cuotas de mercado asignadas con clientes de fuera.
Obtener la cobertura y participación del mercado.
Llevar indicadores de gestión que generen valor agregado a su gestión.
Involucrarse en el proceso productivo que le permitirá participar en diversos proyectos de crecimiento del negocio. 
Manejar temas de mercado y del sector, análisis de la competencia y perspectivas de crecimiento para el rubro, mercado, etc.
Elaborar informes y presentación a la Gerencia General. En la industria de alimentos o agro-industria y deseable en plantas industriales con interés y perfil para el área comercial.
Deseable en análisis del mercado, determinación de nichos, análisis de la competencia, negociaciones, introducción de nuevos productos, ventas y trato directo con clientes.
Conocimientos:
Indispensable inglés avanzado.","('F', 'P')"
"Ejecutivo De Compras Junior Misión del Puesto:
Ejecutar las compras de las líneas asignadas a su categoría otorgando a los usuarios bienes y servicios que contribuyan al desarrollo eficiente del negocio bajo las mejores condiciones comerciales.       
Funciones:
•	Gestionar las compras de las líneas asignadas a su categoría.
•	Interactuar constantemente con las distintas áreas de la empresa para atender sus requerimientos.
•	Evaluar permanentemente la calidad de servicio de los proveedores tomando las medidas correctivas correspondientes. Proponer nuevos proveedores.
•	Atender y solucionar problemas en el abastecimiento regular.
•	Presentar el plan de compras anual de las líneas asignadas en su categoría.
•	Participar en las mejoras de procesos y procedimientos del área.
•	Cumplir con los indicadores propuestos por el área.
•	Completar reportes designados por la jefatura del área.
•	Realizar otras funciones afines o complementarias asignadas por su jefe inmediato superior. •	Bachiller en Economía, Administración o Ingeniería Industrial.
•	Poseer 1 año de experiencia como asistente de compras, comprador o afines (Indispensable).
•	MS Office nivel intermedio (Indispensable y validado).
•	Dominio de Inglés básico (Indispensable y validado).
•	Conocimiento de SAP – Módulo MM (Indispensable).","('F', 'P')"
"Jefe de Riesgos Operativos Apoyar en la interpretación de las políticas definidas para la Gestión de Riesgo Operativo.
Monitorear el cumplimiento de las políticas de Gestión de Riesgo Operativo.
Asesorar a cada dueño de proceso con respecto a las herramientas de apoyo (Metodología) para identificar, medir y controlar sus riesgos.
Ejecutar evaluaciones de riesgos a los procesos y proyectos de la compañía, de acuerdo con un plan de trabajo bien estructurado. Asimismo, realizar evaluaciones de riesgos ante cambios importantes en el ambiente de negocios, proponiendo acciones que mitiguen convenientemente los riesgos identificados.
Analizar los riesgos para determinar si son o no riesgos aceptables por la Compañía de acuerdo con la Matriz de Riesgos (impacto y probabilidad).
Monitorear los riesgos de la Compañía y comunicar el estado de los mismos al COO con el fin de coordinar con el dueño del proceso las acciones a seguir.
Proponer acciones de mitigación de los riesgos identificados.
Realizar seguimiento de acciones adoptadas para mitigar los riesgos identificados.
Documentar los eventos de pérdida ocurridos, ingresando la información a una base de datos, generando estadísticas y planes de acción que permitan prevenir a futuro la doble ocurrencia de los eventos de pérdida.
Participar en la generación del plan de capacitación al personal interno acerca de la administración de riesgos de información y operacionales, monitoreando su correcta y oportuna difusión dentro de la compañía.
Administrar los KRI’s (Key Risks Indicators), que se mantengan válidos en el tiempo, que los niveles de tolerancia sean los adecuados, que el indicador sea correcta y oportunamente medido y que según estos resultados se ejecuten las medidas correctivas necesarias.
Preparar las presentaciones trimestrales en materia de riesgos al comité de riesgos operativos.
Asesorar a las áreas internas con respecto a la evidencia requerida para cerrar las observaciones producto de auditorías internas, externas y regulador local, cumpliendo los tiempos establecidos.
Elaborar reportes e informes del Área de Riesgos Operativos (Informe Trimestral de Riesgos, Informe Anual de Riesgos, entre otros) y presentárselos al COO para su revisión y aprobación.
Velar por el adecuado cumplimiento de la normativa con respecto a la Gestión de Riesgo Operacional que le sea aplicable a la empresa, tanto interna como externamente. Especialización / Maestría en finanzas o risk management (muy deseable)
Experiencia de  5 a 7 años en posiciones similares de Jefatura de Riesgos Operativos 
Experiencia en el sector bancario (indispensable). 
Inglés Avanzado (indispensable)","('F', 'P')"
"Practicante de Información Bursátil Brindar apoyo efectivo en la elaboración y revisión de estudios económicos, apoyar en el análisis de mercados internacionales, apoyar en la presentación de informes a la jefatura y al órgano regulador. Apoyar en la elaboración de modelos de riesgos, apoyar en el monitorio de los modelos de riesgos. Con conocimiento del mercado de valores.
Conocimientos en finanzas 
Estadística.","('F', 'P')"
"Practicante Preprofesional Financial Institutions •	Apoyar en la realización y actualización de base de datos del área indicada.
•	Realización de informes de inteligencia de mercados.
•	Brindar soporte al equipo en los distintos requerimientos.
•	Otras funciones que le asigne su jefe inmediato.
•	Participar activamente en los proyectos del área. •	Estudiante de los últimos ciclos de la carrera de Contabilidad, Economía y Administración de Empresas.
•	Conocimiento y manejo de Excel y Power Point a Nivel Avanzado.
•	Deseable (no indispensable) 3 meses de experiencia en áreas, administración, finanzas y contabilidad.
•	Conocimiento de FINTECH a nivel de banca.
•	Proactivo, comunicativo y con predisposición para aprender.
•	Indispensable idioma de inglés a nivel avanzando de preferencia.","('F', 'P')"
"Practicante Profesional Área de Incubación -· Realizar el seguimiento de actividades coordinadas en las asesorías para los emprendedores.
.  Revisión de informes técnicos de los proyectos incubados. 
·  Apoyo en la sistematización de los procesos de incubación de empresas.
·  Organización e implementación de formatos que faciliten los procesos de captación de emprendimientos.
·  Apoyo en eventos de incubación de empresas y del CIDE.
 
-Objetivos:
 
· Lograr cubrir las necesidades de los emprendedores a tiempo.
· Lograr la sistematización de los procesos de incubación de empresas.
· Lograr optimizar los resultados a través de herramientas para cada uno de los procesos.
·  Lograr vincular a los emprendedores a la Comunidad de Emprendedores del Sistema de Incubación. Características Personales:

·         Vocación de servicio.
·         Dinámico.
·         Analítico.
·         Proactividad.
·         Compromiso.
 
Competencias: (Aptitudes y habilidades):
 
·         Capacidad de trabajo en equipo, actitud de servicio y emprendimiento.
Conocimientos técnicos:
·         Computación: Microsoft Office (Nivel intermedio - avanzado).
·         Conocimiento y administración de información en internet (búsqueda y gestión de la información).
·         Manejo de herramientas online como el google drive, etc.(deseable).
 
Conocimientos en:
 
·         Modelo de negocios, Plan de negocios, Start up, Sistematización de procesos, Proyectos de innovación","('F', 'P')"
"Profesional IV De La Oficina De Control Interno - Participar en la ejecución de los servicios de control posterior y simultáneo, y servicios relacionados, programados en el Plan Anual de Control del Órgano de Control Institucional, en calidad de integrante o Jefe de equipo.
- Planificar, ejecutar, controlar y formular los informes de control, derivados de los servicios de control posterior y simultáneo, y servicios relacionados, de acuerdo a la normativa de control y plazos establecidos en el Plan Anual de Control del Órgano de Control Institucional.
- Revisar y refrendar los documentos - papeles de trabajo, evidencias, informes preliminares e informes finales propios del cargo y/o función ejecutada, asegurando que la actividad cuente con la información necesaria que sustente el trabajo y conclusiones arribadas.
- Ejecutar y/o supervisar la ejecución de los procedimientos de auditoría descritos en el programa, verificando las conclusiones arribadas y cautelando que las evidencias sean suficientes y apropiadas, según lo establecido en las normas y procedimientos de control gubernamental.
- Brindar asesoramiento y asistencia técnica a los miembros de las comisiones de servicios de control posterior y simultáneo, en materia de contrataciones del estado.
- Otras funciones establecidas en la normativa de control gubernamental, así como las encomendadas por el Jefe del Órgano de Control Institucional. - Experiencia profesional mínima de siete (7) años.
- Experiencia profesional mínima de cinco (5) años en el sector público, en labores de auditoría o control gubernamental.
- Experiencia acreditada como jefe o miembro de Comisiones de Auditoria.
- Deseable, contar con experiencia en servicios de control gubernamental a procesos y/o procedimientos de contrataciones publicas.
- Título de Maestría en Gestión Pública, Auditoría, Control Gubernamental o materias relacionadas a su especialidad.
- Especialización o Diplomado en Contrataciones del Estado.

Capacitación en:
- Gestión pública.
- Control gubernamental
- Determinación y/o señalamiento de responsabilidades de los servidores públicos o Procedimiento Administrativo Sancionador.
- Deseable, contar con capacitación en Auditoría de Cumplimiento.","('F', 'P')"
